Unnamed: 0,Location,Year,Month,Day,Latitude,Longitude,Country,Region_HiMAP,Type,Impact,Fatalities,Injured,Livestock,Leisure,Remarks,Reference
448,"Chasnood Payan, Shighnan, Badakhshan",2022,2.0,27.0,37.40570449,71.47398584,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
449,"Shahran (Shighnan), Shighnan, Badakhshan",2022,3.0,6.0,37.40570449,71.47398584,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
450,"Shahran (Shighnan), Shighnan, Badakhshan",2022,3.0,8.0,37.40570449,71.47398584,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
451,"Shahran (Shighnan), Shighnan, Badakhshan",2022,3.0,9.0,37.40570449,71.47398584,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
452,"Chasnood Payan, Shighnan, Badakhshan",2022,3.0,9.0,37.40570449,71.47398584,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
453,"Shahran (Shighnan), Shighnan, Badakhshan",2022,3.0,10.0,37.40570449,71.47398584,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
454,"Shahran (Shighnan), Shighnan, Badakhshan",2022,3.0,11.0,37.40570449,71.47398584,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
455,"Shahran (Shighnan), Shighnan, Badakhshan",2022,3.0,12.0,37.40570449,71.47398584,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
456,"Shahran (Shighnan), Shighnan, Badakhshan",2022,3.0,19.0,37.40570449,71.47398584,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
457,"Meyanshahr, Shighnan, Badakhshan",2017,2.0,17.0,37.48641896,71.47631462,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
458,"Meyanshahr, Shighnan, Badakhshan",2017,2.0,18.0,37.48641896,71.47631462,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
459,"Meyanshahr, Shighnan, Badakhshan",2017,2.0,18.0,37.48641896,71.47631462,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
460,"Meyanshahr, Shighnan, Badakhshan",2017,2.0,18.0,37.48641896,71.47631462,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
461,"Meyanshahr, Shighnan, Badakhshan",2021,3.0,29.0,37.48641896,71.47631462,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
462,"Dakkhana, Shighnan, Badakhshan",2015,2.0,14.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
463,"Dakkhana, Shighnan, Badakhshan",2016,2.0,10.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
464,"Dakkhana, Shighnan, Badakhshan",2017,1.0,24.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
465,"Dakkhana, Shighnan, Badakhshan",2017,1.0,28.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
466,"Dakkhana, Shighnan, Badakhshan",2018,2.0,15.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
467,"Dakkhana, Shighnan, Badakhshan",2018,2.0,15.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
468,"Dakkhana, Shighnan, Badakhshan",2019,3.0,19.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
469,"Dakkhana, Shighnan, Badakhshan",2020,12.0,27.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
470,"Dakkhana, Shighnan, Badakhshan",2021,1.0,21.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
471,"Dakkhana, Shighnan, Badakhshan",2021,3.0,5.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
472,"Dakkhana, Shighnan, Badakhshan",2021,3.0,28.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
473,"Dakkhana, Shighnan, Badakhshan",2021,3.0,29.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
474,"Dakkhana, Shighnan, Badakhshan",2022,1.0,4.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
475,"Dakkhana, Shighnan, Badakhshan",2022,1.0,5.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
476,"Dakkhana, Shighnan, Badakhshan",2022,1.0,30.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
477,"Dakkhana, Shighnan, Badakhshan",2022,2.0,7.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
478,"Dakkhana, Shighnan, Badakhshan",2022,2.0,24.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
479,"Dakkhana, Shighnan, Badakhshan",2022,3.0,6.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
480,"Dakkhana, Shighnan, Badakhshan",2022,3.0,7.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
481,"Dakkhana, Shighnan, Badakhshan",2022,3.0,8.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
482,"Dakkhana, Shighnan, Badakhshan",2022,3.0,9.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
483,"Dakkhana, Shighnan, Badakhshan",2022,3.0,11.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
484,"Dakkhana, Shighnan, Badakhshan",2022,3.0,12.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
485,"Dakkhana, Shighnan, Badakhshan",2022,3.0,16.0,37.33160124,71.48066118,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
486,"Budardha, Ishkashim, Badakhshan",2021,3.0,28.0,37.23909632,71.4810934,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
487,"Budardha, Ishkashim, Badakhshan",2022,1.0,30.0,37.23909632,71.4810934,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
488,"Khawer-Redaj, Shighnan, Badakhshan",2022,3.0,13.0,37.55123344,71.48279801,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
489,"Khushpaki Payan, Ishkashim, Badakhshan",2017,2.0,9.0,36.66071203,71.48304897,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
490,"Tebenak( Darmarakht), Shighnan, Badakhshan",2017,3.0,22.0,37.33333,71.483333,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
491,"Tibanak-Darmarakht, Shighnan, Badakhshan",2021,3.0,5.0,37.33333,71.483333,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
492,"Meyandeh (Nusai), Nusai, Badakhshan",2017,3.0,27.0,37.4762446,71.48374315,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
493,"Lachid-Parviz-Bezokh, Shighnan, Badakhshan",2017,2.0,19.0,37.55689475,71.48441025,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
494,"Walij, Ishkashim, Badakhshan",2017,2.0,4.0,36.91768491,71.48556901,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
495,"Bawer Rejistak, Shighnan, Badakhshan",2017,2.0,19.0,37.5612063,71.48640125,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
496,"Chawgantrashan, Shighnan, Badakhshan",2015,3.0,3.0,37.42873924,71.48778875,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
497,"Chawgantrashan, Shighnan, Badakhshan",2017,2.0,19.0,37.42873924,71.48778875,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
498,"Chawgantrashan, Shighnan, Badakhshan",2019,1.0,16.0,37.42873924,71.48778875,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
499,"Chawgantrashan, Shighnan, Badakhshan",2021,3.0,28.0,37.42873924,71.48778875,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
500,"Chawgantrashan, Shighnan, Badakhshan",2022,3.0,8.0,37.42873924,71.48778875,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
501,"Deerdehmurghan, Shighnan, Badakhshan",2019,1.0,16.0,37.54085411,71.48930809,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
502,"Deerdehmurghan, Shighnan, Badakhshan",2022,3.0,6.0,37.54085411,71.48930809,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
503,"Tebinak, Shughnan, Badakhshan",2015,2.0,15.0,37.295712,71.490486,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
504,"Badam Tendir, Shighnan, Badakhshan",2022,3.0,13.0,37.5770064,71.49132421,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
505,"Shiduj Dara, Shighnan, Badakhshan",2012,3.0,19.0,37.69090831,71.49274795,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
506,"Shiduj Dara, Shighnan, Badakhshan",2017,2.0,15.0,37.69090831,71.49274795,Afghanistan,6.0,slab avalanche,Y,1,12.0,0.0,,12 persons injured,AKAH-A
507,"Shiduj Dara, Shighnan, Badakhshan",2019,1.0,17.0,37.69090831,71.49274795,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
508,"Shiduj Dara, Shighnan, Badakhshan",2022,2.0,23.0,37.69090831,71.49274795,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
509,"Shiduj Dara, Shighnan, Badakhshan",2022,2.0,25.0,37.69090831,71.49274795,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
510,"Shiduj Dara, Shighnan, Badakhshan",2022,3.0,13.0,37.69090831,71.49274795,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
511,"Shiduj Dara, Shighnan, Badakhshan",2022,3.0,16.0,37.69090831,71.49274795,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
512,"Shiduj Dara, Shighnan, Badakhshan",2022,3.0,17.0,37.69090831,71.49274795,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
513,"Shiduj Dara, Shighnan, Badakhshan",2022,3.0,19.0,37.69090831,71.49274795,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
514,"Sawan, Shighnan, Badakhshan",2022,3.0,13.0,37.51184106,71.4937825,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
515,"Vazh Reem, Shighnan, Badakhshan",2022,3.0,15.0,37.58977673,71.49720816,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
516,"Jangal (Pajwar), Shighnan, Badakhshan",2021,3.0,10.0,37.93991694,71.49914878,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
517,"Jangal (Pajwar), Shighnan, Badakhshan",2022,3.0,5.0,37.93991694,71.49914878,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
518,"Jangal (Pajwar), Shighnan, Badakhshan",2022,3.0,6.0,37.93991694,71.49914878,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
519,"Jangal (Pajwar), Shighnan, Badakhshan",2022,3.0,6.0,37.93991694,71.49914878,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
520,"Jangal (Pajwar), Shighnan, Badakhshan",2022,3.0,17.0,37.93991694,71.49914878,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
521,"Tirive (Weyer), Shighnan, Badakhshan",2015,2.0,21.0,37.60856145,71.50095619,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
522,"Tirive (Dehshar), Shighnan, Badakhshan",2015,2.0,21.0,37.60856145,71.50095619,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
523,"Tirive (Dehshar), Shighnan, Badakhshan",2017,2.0,16.0,37.60856145,71.50095619,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
524,"Tirive (Weyer), Shighnan, Badakhshan",2018,2.0,15.0,37.60856145,71.50095619,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
525,"Tirive (Weyer), Shighnan, Badakhshan",2018,2.0,15.0,37.60856145,71.50095619,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
526,"Deshar, Shighnan, Badakhshan",2018,2.0,15.0,37.614479,71.504311,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
527,"Shiva- Bamdara Pass, Arghanjkhaw, Badakhshan",2021,11.0,12.0,37.49374656,71.50479828,Afghanistan,6.0,wet snow avalanche,Y,2,,0.0,,,AKAH-A
528,"Wirathn, Shighnan, Badakhshan",2022,3.0,13.0,37.61821713,71.50559468,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
529,"Sari Shakh, Ishkashim, Badakhshan",2021,3.0,28.0,36.88377194,71.51231751,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
530,"Wereezn (Shighnan), Shighnan, Badakhshan",2015,2.0,21.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
531,"Wereezn (Shighnan), Shighnan, Badakhshan",2017,1.0,28.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
532,"Wereezn (Shighnan), Shighnan, Badakhshan",2017,1.0,30.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
533,"Wereezn (Shighnan), Shighnan, Badakhshan",2017,2.0,8.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
534,"Wereezn (Shighnan), Shighnan, Badakhshan",2017,2.0,8.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
535,"Wereezn (Shighnan), Shighnan, Badakhshan",2017,2.0,8.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
536,"Wereezn (Shighnan), Shighnan, Badakhshan",2017,2.0,15.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
537,"Wereezn (Shighnan), Shighnan, Badakhshan",2017,2.0,16.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
538,"Wereezn (Shighnan), Shighnan, Badakhshan",2021,3.0,17.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
539,"Wereezn (Shighnan), Shighnan, Badakhshan",2021,3.0,29.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
540,"Wereezn (Shighnan), Shighnan, Badakhshan",2022,3.0,6.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
541,"Wereezn (Shighnan), Shighnan, Badakhshan",2022,3.0,14.0,37.65039703,71.52034974,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
542,"Khawar, Shighnan, Badakhshan",2017,2.0,19.0,37.68643712,71.53385011,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
543,"Nawadak, Shighnan, Badakhshan",2015,2.0,22.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
544,"Nawadak, Shighnan, Badakhshan",2022,1.0,5.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
545,"Nawadak, Shighnan, Badakhshan",2022,2.0,6.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
546,"Nawadak, Shighnan, Badakhshan",2022,2.0,7.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
547,"Nawadak, Shighnan, Badakhshan",2022,3.0,2.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
548,"Nawadak, Shighnan, Badakhshan",2022,3.0,10.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
549,"Nawadak, Shighnan, Badakhshan",2022,3.0,13.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
550,"Nawadak, Shighnan, Badakhshan",2022,3.0,14.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
551,"Nawadak, Shighnan, Badakhshan",2022,3.0,15.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
552,"Nawadak, Shighnan, Badakhshan",2022,3.0,16.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
553,"Nawadak, Shighnan, Badakhshan",2022,3.0,17.0,37.75476845,71.53396925,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
554,"Chasnood Bala, Shighnan, Badakhshan",2022,3.0,17.0,37.77788149,71.54579631,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
555,"Gharan, Ishkashim, Badakhshan",2010,3.0,11.0,36.708032,71.552187,Afghanistan,6.0,slab avalanche,N,0,0.0,0.0,,,AKAH-A
556,"Kunar Province, Afghanistan",2022,2.0,7.0,35.117071,71.559069,Afghanistan,8.0,snow avalanche,Y,19,,,,,https://reliefweb.int/report/afghanistan/afghanistan-snow-avalanche-amd-media-echo-daily-flash-08-february-2022
557,"Nawabad (Ishkashiem), Ishkashim, Badakhshan",2019,3.0,19.0,36.7071189,71.56628694,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
558,"Khak Ali, Darayim, Badakhshan",2022,3.0,14.0,36.706726,71.569351,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
559,"Khashak, Nusai, Badakhshan",2022,1.0,4.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
560,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,13.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
561,"Larky, Yamgan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
562,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
563,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
564,"Wirathn, Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
565,"Gharjween, Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
566,"Arakht, Shighnan, Badakhshan",2022,3.0,14.0,36.70668,71.569359,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
567,"Sarjaway, Nusai, Badakhshan",2021,2.0,9.0,36.70689,71.569366,Afghanistan,6.0,slab avalanche,Y,2,7.0,0.0,,7 persons injured,AKAH-A
568,"Rubat (Shighnan), Shighnan, Badakhshan",2017,1.0,15.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
569,"Rubat (Shighnan), Shighnan, Badakhshan",2017,1.0,28.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
570,"Rubat (Shighnan), Shighnan, Badakhshan",2017,2.0,18.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
571,"Rubat (Shighnan), Shighnan, Badakhshan",2018,1.0,29.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
572,"Rubat (Shighnan), Shighnan, Badakhshan",2018,2.0,15.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
573,"Rubat (Shighnan), Shighnan, Badakhshan",2018,2.0,17.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
574,"Rubat (Shighnan), Shighnan, Badakhshan",2021,3.0,17.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
575,"Rubat (Shighnan), Shighnan, Badakhshan",2022,2.0,24.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
576,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,16.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
577,"Rubat (Shighnan), Shighnan, Badakhshan",2022,3.0,17.0,37.83897136,71.58385931,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
578,"Futoor, Wakhan, Badakhshan",2019,1.0,13.0,36.68254166,71.652222,Afghanistan,6.0,slab avalanche,Y,1,,0.0,,,AKAH-A
579,"Panja, Wakhan, Badakhshan",2021,3.0,30.0,36.99710825,72.57856111,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
580,"Pamir khurd, Wakhan, Badakhshan",2020,1.0,16.0,36.994361,72.650815,Afghanistan,8.0,slab avalanche,Y,1,,0.0,,,AKAH-A
581,Lenin peak ,1990,7.0,13.0,39.344094,72.877599,Tajikistan,6.0,,Y,40,,,,,https://www.nytimes.com/1990/07/18/world/avalanche-kills-40-climbers-in-soviet-central-asia.html
582,Kohistan,2010,2.0,16.0,35.411909,72.94035,Pakistan,8.0,snow avalanche,Y,120,72.0,,,"Families of 72 treated, Heavy snowfall",https://reliefweb.int/disaster/av-2010-000027-pak  /  https://reliefweb.int/report/pakistan/pakistan-kohistan-avalanche-death-toll-rises-102
583,"Korut, Wakhan, Badakhshan",2021,3.0,21.0,36.94849851,72.96753524,Afghanistan,6.0,slab avalanche,N,0,,0.0,,,AKAH-A
584,Gorno- Badakhshan,2010,2.0,6.0,38.474399,73.102399,Tajikistan,6.0,,Y,1,0.0,,,one person died when hit by avalanche and tried to jump off the truck,https://asiaplustj.info/en/news/tajikistan/incidents/20100206/avalanche-kills-one-gorno-badakhshan
585,GBAO,2015,1.0,14.0,38.474399,73.102399,Tajikistan,6.0,,Y,10,1.0,,,avalanche incidents since Jan 14,https://www.rferl.org/a/avalanches-claim-five-lives-in-tajikistan/29717373.html
586,Gorno-Badakshan,2019,1.0,,38.474399,73.102399,Tajikistan,6.0,,Y,7,1.0,,,,https://www.rferl.org/a/avalanches-claim-five-lives-in-tajikistan/29717373.html
587,"Archa, Wakhan, Badakhshan",2017,3.0,22.0,36.99154516,73.22911819,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
588,"Ners, Wakhan, Badakhshan",2012,3.0,20.0,36.98262401,73.32445,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
589,"Ners, Wakhan, Badakhshan",2017,2.0,5.0,36.98262401,73.32445,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
590,"Kherkat, Nusai, badakhshan",2022,3.0,7.0,36.98541579,73.38243981,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
591,"Kherkat, Nusai, Badakhshan",2022,3.0,12.0,36.98541579,73.38243981,Afghanistan,8.0,slab avalanche,N,0,,0.0,,,AKAH-A
592,Jalal-Abad,2022,2.0,14.0,41.12026,73.772608,Kyrgyzstan,4.0,,Y,3,,,,,
593,2022 Kyrgyzstan avalanche,2022,2.0,15.0,41.12026,73.772608,Kyrgyzstan,4.0,,Y,3,,,,,https://24.kg/english/223967_Avalanche_Three_people_go_missing_on_North_-_South_road/
594,Kashmir,2020,11.0,17.0,34.397451,73.860665,India,10.0,snow avalanche,Y,1,2.0,,,,https://www.ndtv.com/india-news/one-soldier-killed-two-injured-as-avalanche-hits-army-post-in-jammu-and-kashmirs-kupwara-2326725
595,Line of Control,2020,1.0,14.0,34.397451,73.860665,India,10.0,snow avalanche,Y,10,,,,Excessive snowfall,https://www.nytimes.com/2020/01/14/world/asia/pakistan-kashmir-avalanches.html
596,Uri-Sector,1997,3.0,28.0,34.095994,74.035038,India,10.0,slab avalanche,Y,4,,,,,https://egyankosh.ac.in/bitstream/123456789/25175/1/Unit-14.pdf
597,Kashmir avalanches,2018,1.0,5.0,34.409163,74.098664,India,10.0,,Y,11,2.0,,,"2 people rescued, near simultaneous avalanches at 3 places in a stretch of about 10 km",https://kathmandupost.com/world/2018/01/07/multiple-avalanches-in-indian-held-kashmir-kill-11
598,Jammu and Kashmir,2005,2.0,18.0,33.793152,74.346548,India,10.0,snow avalanche,Y,540,,,,"Series of avalanches since 18th Feb due to excessive snowfall, 1200 houses damaged, 4500 people evacuated, 262 people missing",https://egyankosh.ac.in/bitstream/123456789/25175/1/Unit-14.pdf
599,Line of Control,2020,1.0,14.0,34.827012,74.358551,Pakistan,10.0,snow avalanche,Y,55,12.0,,,">12 injuries, Excessive snowfall",https://www.nytimes.com/2020/01/14/world/asia/pakistan-kashmir-avalanches.html
600,Nilt,2022,4.0,22.0,36.231076,74.418877,Pakistan,9.0,,N,0,0.0,0.0,,,
601,Gurez Sector,2017,1.0,25.0,34.634041,74.773255,India,10.0,,Y,24,,,,"20 soldiers and 4 civilians, some remain missing","(Rafiq and Mishra, 2018)"
602,"Banihal, Jammu and Kashmir",1998,2.0,25.0,33.430363,75.214877,India,10.0,,Y,11,,,,Avalanche caused by intense snowfall destroyed a remote house and claimed the lives of its inhabitants,https://egyankosh.ac.in/bitstream/123456789/25175/1/Unit-14.pdf
603,Shigar,1988,,,35.592339,75.568032,Pakistan,9.0,,Y,42,,,,,personal communication
604,Lahual and Spiti,1978,3.0,,32.759515,76.19334,India,10.0,,Y,30,,,,,"(SoER, 2005)"
605,"Udaipur, Lahual",1992,3.0,29.0,32.729617,76.674216,India,10.0,,Y,9,,,,,"(Chandel et al., 2015)"
606,"Gayari Military Base, Ghanche",2012,4.0,7.0,35.498008,76.753358,Pakistan,9.0,ice and rock avalanche ,Y,140,,,,Indo-Pakistan border; 128 soldiers and 11 civilians,"(McClung, 2016; Gilany et al., 2019)"
607,"Keylong, Lahual",1996,3.0,19.0,32.578084,77.033034,India,10.0,,Y,6,,,,,"(Chandel et al., 2015)"
608,Molodejny,2022,4.0,,43.054354,77.047463,Kazakhstan,4.0,,Y,2,,,,,https://turkmenportal.com/en/blog/46177/the-avalanche-descended-from-the-kazakhstan-mountains
609,Shymbulak,2006,4.0,9.0,43.128277,77.080485,Kazakhstan,4.0,,Y,6,,,Y,,https://english.pravda.ru/news/world/78968-kazakhstan/
